Account_id,Tenure,Contract,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges
3750-YHRYO,7,One year,Mailed check,No,20.65,150
6637-KYRCV,5,Month-to-month,Electronic check,Yes,30.5,167.2
5668-MEISB,72,Two year,Credit card (automatic),No,106.1,7657.4
0129-QMPDR,44,One year,Bank transfer (automatic),Yes,20.5,865.05
7188-CBBBA,65,One year,Electronic check,Yes,95.5,6153.85
5356-CSVSQ,3,Month-to-month,Electronic check,No,64.6,174.2
3221-CJMSG,24,Month-to-month,Credit card (automatic),Yes,51.1,1269.6
3219-JQRSL,72,Two year,Credit card (automatic),No,89.1,6352.4
2801-NISEI,24,Month-to-month,Electronic check,No,54.95,1348.5
4623-ZKHLY,22,Month-to-month,Bank transfer (automatic),Yes,20.45,471.55
6732-VAILE,70,Two year,Credit card (automatic),Yes,85.95,5931.75
8201-AAXCB,25,Month-to-month,Electronic check,No,60.35,1404.65
7696-CFTAT,37,Two year,Bank transfer (automatic),No,19.8,726.1
1845-CSBRZ,22,Month-to-month,Bank transfer (automatic),No,85.35,1961.6
2123-VSCOT,59,Two year,Bank transfer (automatic),Yes,72.1,4194.85
2018-QKYGT,1,Month-to-month,Electronic check,Yes,81.05,81.05
2792-VPPET,3,Month-to-month,Electronic check,Yes,20.5,76.95
7409-JURKQ,53,One year,Bank transfer (automatic),Yes,111.8,5809.75
3247-MHJKM,1,Month-to-month,Mailed check,No,20.2,20.2
1964-SVLEA,20,One year,Mailed check,Yes,19.7,415.9
7297-DVYGA,51,One year,Bank transfer (automatic),Yes,19.85,996.95
2239-CGBUZ,51,One year,Bank transfer (automatic),Yes,60.5,3145.15
0854-UYHZD,13,Two year,Mailed check,No,19.55,265.3
7243-LCGGZ,1,Month-to-month,Mailed check,No,20.9,20.9
8267-KFGYD,1,Month-to-month,Mailed check,Yes,21.05,21.05
4890-VMUAV,63,One year,Electronic check,No,71.5,4576.3
9261-WDCAF,3,Month-to-month,Mailed check,No,54.65,189.1
3764-MNMOI,46,Two year,Credit card (automatic),No,19.2,908.15
7442-YGZFK,1,Month-to-month,Credit card (automatic),Yes,49.8,49.8
8229-BUJHX,71,Two year,Bank transfer (automatic),No,20.5,1500.95
7449-HVPIV,55,Month-to-month,Credit card (automatic),Yes,90.4,5099.15
5504-WSIUR,70,One year,Bank transfer (automatic),Yes,90.25,6385.95
8466-PZBLH,67,Two year,Bank transfer (automatic),No,104.6,6885.75
8735-IJJEG,14,Month-to-month,Credit card (automatic),No,50.2,668.85
0564-MUUQK,20,Month-to-month,Bank transfer (automatic),Yes,95.5,1916.2
0701-RFGFI,49,Month-to-month,Bank transfer (automatic),Yes,95.4,4613.95
0019-EFAEP,72,Two year,Bank transfer (automatic),Yes,101.3,7261.25
5619-PTMIK,46,Month-to-month,Electronic check,No,53.1,2459.8
3737-XBQDD,24,Month-to-month,Bank transfer (automatic),Yes,84.85,2048.8
5882-CMAZQ,5,Month-to-month,Electronic check,No,34.25,163.55
5846-QFDFI,33,Month-to-month,Credit card (automatic),No,88.6,2888.7
4445-KWOKW,42,One year,Bank transfer (automatic),Yes,60.15,2421.6
3511-APPBJ,23,One year,Credit card (automatic),Yes,99.95,2292.75
7967-HYCDE,8,Month-to-month,Bank transfer (automatic),No,70.7,553.4
2430-RRYUW,66,One year,Mailed check,Yes,54.8,3465.7
3723-BFBGR,24,Month-to-month,Credit card (automatic),No,54.8,1291.3
5447-WZAFP,53,One year,Mailed check,Yes,100.3,5200.8
5110-CHOPY,60,Two year,Electronic check,No,53.6,3237.05
4425-OWHWB,20,One year,Credit card (automatic),Yes,19.35,433.75
7892-QVYKW,23,Month-to-month,Electronic check,No,85.6,1868.4
9675-ICXCT,72,Two year,Electronic check,Yes,80.8,5728.55
4703-MQYKT,21,Two year,Mailed check,No,19.6,390.4
5692-ICXLW,31,Month-to-month,Electronic check,Yes,90.7,2845.15
0602-DDUML,57,Two year,Mailed check,No,69.75,3894.4
2208-MPXIO,45,Two year,Bank transfer (automatic),Yes,20.0,886.4
1960-UYCNN,10,Month-to-month,Electronic check,Yes,95.25,1021.55
3190-FZATL,14,Month-to-month,Mailed check,No,19.95,268.4
7336-RLLRH,27,One year,Mailed check,No,80.85,2204.35
7710-JSYOA,69,Two year,Bank transfer (automatic),Yes,93.3,6398.05
9885-MFVSU,35,Two year,Credit card (automatic),Yes,46.35,1662.05
0607-MVMGC,45,One year,Credit card (automatic),No,78.75,3600.65
3365-SAIGS,17,Month-to-month,Electronic check,Yes,83.55,1329.15
8022-BECSI,22,One year,Mailed check,No,19.6,422.5
9993-LHIEB,67,Two year,Mailed check,No,67.85,4627.65
0266-CLZKZ,67,Two year,Bank transfer (automatic),Yes,105.65,6717.9
7020-OZKXZ,9,Month-to-month,Credit card (automatic),No,75.5,637.4
3977-QCRSL,5,Month-to-month,Mailed check,No,20.15,117.95
0017-DINOC,54,Two year,Credit card (automatic),No,45.2,2460.55
7639-OPLNG,70,Two year,Bank transfer (automatic),Yes,79.25,5731.85
1492-QGCLU,53,Month-to-month,Electronic check,No,85.7,4616.1
7328-OWMOM,31,One year,Credit card (automatic),No,20.1,589.25
4418-LZMSV,13,Month-to-month,Bank transfer (automatic),No,61.8,750.1
5155-AZQPB,28,Month-to-month,Mailed check,No,49.9,1410.25
1087-GRUYI,38,Two year,Bank transfer (automatic),No,20.4,743.5
2546-KZAAT,52,One year,Mailed check,Yes,75.4,3865.45
0181-RITDD,62,Two year,Mailed check,No,108.15,6825.65
5989-PGKJB,16,Month-to-month,Electronic check,Yes,86.25,1340.1
8272-ONJLV,12,One year,Electronic check,No,95.7,1184
1488-PBLJN,72,Two year,Bank transfer (automatic),Yes,116.85,8477.7
0308-GIQJT,71,One year,Bank transfer (automatic),No,105.75,7382.85
3778-FOAQW,24,One year,Mailed check,No,20.15,456.85
4452-ROHMO,15,Two year,Mailed check,No,19.6,331.6
3090-LETTY,2,Month-to-month,Bank transfer (automatic),No,60.95,134.6
5349-AZPEW,5,Month-to-month,Mailed check,No,25.05,125.5
9720-JJJOR,41,One year,Bank transfer (automatic),Yes,60.3,2511.3
8100-HZZLJ,43,Month-to-month,Electronic check,Yes,63.95,2737.05
8775-ERLNB,1,Month-to-month,Electronic check,No,74.3,74.3
8309-IEYJD,1,Month-to-month,Mailed check,Yes,70.6,70.6
7398-HPYZQ,71,Two year,Bank transfer (automatic),No,90.55,6404
3546-GHEAE,7,Two year,Mailed check,No,19.45,165.35
7361-YPXFS,28,Month-to-month,Bank transfer (automatic),No,64.45,1867.6
6557-BZXLQ,16,Month-to-month,Electronic check,No,69.65,1043.3
2550-QHZGP,7,One year,Mailed check,No,19.5,128.6
7519-JTWQH,69,Two year,Bank transfer (automatic),Yes,110.5,7455.45
2538-OIMXF,1,Month-to-month,Mailed check,No,24.7,24.7
8543-MSDMF,3,Month-to-month,Electronic check,Yes,77.4,206.15
1170-SASML,69,Month-to-month,Bank transfer (automatic),Yes,85.4,5869.4
4872-JCVCA,71,Two year,Bank transfer (automatic),Yes,47.6,3377.8
5346-BZCHP,69,Two year,Mailed check,No,19.4,1346.2
2038-LLMLM,48,Month-to-month,Electronic check,Yes,103.85,4946.05
1216-BGTSP,45,Month-to-month,Credit card (automatic),Yes,108.45,4964.7
4138-NAXED,51,Month-to-month,Bank transfer (automatic),No,81.0,4085.75
0744-BIKKF,72,Two year,Bank transfer (automatic),No,86.65,6224.8
7483-IQWIB,37,Month-to-month,Electronic check,Yes,92.95,3415.25
5248-KWLAR,71,Two year,Electronic check,No,90.35,6325.25
7996-MHXLW,66,Two year,Credit card (automatic),Yes,25.15,1683.6
7833-PKIHD,51,One year,Bank transfer (automatic),Yes,76.4,3966.3
7061-OVMIM,30,One year,Bank transfer (automatic),No,19.55,608.5
5153-RTHKF,34,Month-to-month,Electronic check,No,85.35,2896.6
1852-QSWCD,64,Two year,Mailed check,Yes,24.8,1514.85
4832-VRBMR,65,One year,Bank transfer (automatic),Yes,103.15,6792.45
9079-LWTFD,47,Month-to-month,Mailed check,No,100.75,4669.2
3392-EHMNK,67,Two year,Credit card (automatic),No,94.1,6302.8
5986-WWXDV,39,One year,Bank transfer (automatic),No,19.35,779.2
3061-BCKYI,14,Month-to-month,Mailed check,No,19.9,283.75
7901-TBKJX,56,Month-to-month,Electronic check,Yes,101.05,5594
7228-PAQPD,14,One year,Credit card (automatic),No,59.1,772.85
7746-QYVCO,16,One year,Mailed check,Yes,55.85,857.8
5804-HYIEZ,70,Month-to-month,Electronic check,Yes,106.05,7554.05
9919-FZDED,72,Two year,Credit card (automatic),Yes,84.1,5981.65
5934-TSSAU,23,Month-to-month,Credit card (automatic),Yes,75.3,1702.9
3486-KHMLI,21,Month-to-month,Mailed check,No,24.7,467.15
6784-XYJAE,36,One year,Electronic check,No,55.8,1941.5
3933-DQPWX,50,Two year,Credit card (automatic),No,39.7,1932.75
6661-EIPZC,48,Month-to-month,Credit card (automatic),Yes,29.5,1423.05
8957-THMOA,50,Two year,Credit card (automatic),No,20.15,970.85
2251-PYLPB,72,Two year,Credit card (automatic),No,79.55,5810.9
5555-RNPGT,10,Month-to-month,Credit card (automatic),No,24.8,223.9
1057-FOGLZ,18,Month-to-month,Mailed check,No,19.65,391.7
8087-LGYHQ,9,Month-to-month,Electronic check,Yes,94.05,811.65
4137-BTIKL,2,Month-to-month,Mailed check,No,90.75,174.75
2190-BCXEC,40,Month-to-month,Credit card (automatic),Yes,78.85,3126.85
6227-FBDXH,69,One year,Bank transfer (automatic),No,99.5,6841.45
2911-WDXMV,18,Month-to-month,Credit card (automatic),Yes,80.55,1406.65
7206-PQBBZ,11,Month-to-month,Electronic check,Yes,70.2,834.7
4547-FZJWE,55,One year,Credit card (automatic),No,59.45,3157
7422-WNBTY,33,Month-to-month,Electronic check,Yes,93.35,3092
0842-IWYCP,46,Month-to-month,Bank transfer (automatic),No,44.95,2168.9
3521-HTQTV,34,Two year,Bank transfer (automatic),No,26.1,980.35
3744-ZBHON,3,Month-to-month,Electronic check,No,20.2,65.95
3373-DIUUN,30,Two year,Mailed check,No,21.25,711.9
8383-SGHJU,33,One year,Electronic check,No,59.4,1952.8
7607-QKKTJ,45,One year,Credit card (automatic),Yes,95.0,4368.85
7707-PYBBH,40,Month-to-month,Mailed check,Yes,61.9,2647.1
8984-HPEMB,71,Two year,Electronic check,Yes,118.65,8477.6
4139-DETXS,72,Two year,Bank transfer (automatic),No,64.45,4528
9779-DPNEJ,22,Month-to-month,Electronic check,Yes,80.15,1790.65
9805-FILKB,46,One year,Bank transfer (automatic),Yes,20.2,845.6
5793-YOLJN,55,Two year,Mailed check,No,21.0,1210.3
0673-IGUQO,1,Month-to-month,Mailed check,No,20.45,20.45
4123-FCVCB,12,One year,Mailed check,Yes,75.85,854.45
8819-IMISP,31,Month-to-month,Electronic check,Yes,80.45,2429.1
8311-UEUAB,67,Two year,Electronic check,Yes,75.5,5229.45
5858-EAFCZ,1,Month-to-month,Mailed check,No,44.45,44.45
1163-ONYEY,41,Month-to-month,Credit card (automatic),Yes,74.55,3023.55
5656-MJEFC,42,Two year,Credit card (automatic),No,48.15,2032.3
6082-OQFBA,23,One year,Mailed check,No,19.65,436.9
8974-OVACP,1,Month-to-month,Mailed check,No,20.15,20.15
4010-YLMVT,56,Month-to-month,Credit card (automatic),Yes,106.6,5893.95
1379-FRVEB,15,Month-to-month,Electronic check,Yes,91.0,1430.05
8612-GXIDD,12,Two year,Bank transfer (automatic),Yes,25.4,313
6288-CHQJB,54,Two year,Bank transfer (automatic),No,69.95,3871.85
8160-HOWOX,7,Month-to-month,Electronic check,Yes,66.85,458.1
6648-INWPS,16,Month-to-month,Electronic check,No,20.15,341.35
4223-BKEOR,21,One year,Mailed check,No,64.85,1336.8
4079-VTGLK,30,Two year,Electronic check,No,74.85,2181.75
1763-WQFUK,3,Month-to-month,Mailed check,Yes,50.5,147.75
1391-UBDAR,11,Month-to-month,Electronic check,No,72.9,818.45
8894-JVDCV,62,One year,Credit card (automatic),Yes,115.05,7133.45
2023-VQFDL,18,Month-to-month,Electronic check,No,19.0,348.8
1345-GKDZZ,6,Month-to-month,Mailed check,No,19.55,128.6
2014-MKGMH,46,One year,Electronic check,Yes,101.1,4674.4
5628-FCGYG,21,Month-to-month,Electronic check,Yes,84.1,1737.45
2560-WBWXF,68,Two year,Bank transfer (automatic),Yes,24.15,1498.85
0248-IPDFW,1,Month-to-month,Electronic check,Yes,50.1,50.1
7978-DKUQH,25,Month-to-month,Electronic check,Yes,74.6,1797.75
4335-UPJSI,24,Two year,Mailed check,No,19.75,498.1
1784-EZDKJ,51,One year,Bank transfer (automatic),Yes,106.8,5498.8
9297-FVVDH,57,Two year,Electronic check,Yes,84.5,4845.4
8007-YYPWD,15,Two year,Bank transfer (automatic),No,25.05,369.1
7101-HRBLJ,72,Two year,Bank transfer (automatic),Yes,83.7,6096.9
6635-CPNUN,28,Month-to-month,Credit card (automatic),No,96.6,2684.35
5453-YBTWV,70,Two year,Credit card (automatic),Yes,101.1,6994.8
5039-LZRQT,13,One year,Mailed check,No,20.2,273.25
2931-VUVJN,59,One year,Electronic check,Yes,94.05,5483.9
6418-PIQSP,62,Two year,Mailed check,No,81.0,4985.9
8220-OCUFY,21,One year,Electronic check,Yes,60.25,1258.35
3995-WFCSM,2,Month-to-month,Electronic check,No,60.85,111.4
1895-QTKDO,1,Month-to-month,Credit card (automatic),No,43.95,43.95
2038-OEQZH,4,Month-to-month,Electronic check,No,86.05,308.1
1178-PZGAB,19,One year,Credit card (automatic),No,20.25,383.65
2626-VEEWG,67,Two year,Credit card (automatic),Yes,19.4,1284.2
2878-RMWXY,72,Two year,Credit card (automatic),Yes,102.65,7550.3
1657-DYMBM,53,Two year,Credit card (automatic),No,19.9,1110.05
7311-MQJCH,5,One year,Electronic check,No,19.55,99.6
7375-WMVMT,71,Two year,Credit card (automatic),Yes,95.5,6707.15
1136-XGEQU,50,One year,Credit card (automatic),Yes,84.15,4164.4
2530-FMFXO,56,Two year,Electronic check,Yes,103.2,5873.75
6844-DZKRF,2,Month-to-month,Credit card (automatic),Yes,50.2,109.25
5970-GHJAW,46,Two year,Credit card (automatic),No,19.95,862.4
8879-XUAHX,71,Two year,Electronic check,Yes,116.25,8564.75
3689-MOZGR,29,Month-to-month,Electronic check,Yes,31.2,926.2
4195-PNGZS,69,Two year,Bank transfer (automatic),No,24.45,1718.2
5003-XZWWO,71,Two year,Credit card (automatic),No,84.2,5956.85
7622-FWGEW,56,Two year,Bank transfer (automatic),Yes,85.65,4824.45
6922-NCEDI,56,One year,Mailed check,Yes,21.2,1238.65
9891-NQDBD,28,One year,Mailed check,No,25.55,672.2
6131-IUNXN,19,Month-to-month,Mailed check,No,20.2,382.2
8548-AWOFC,66,Month-to-month,Electronic check,No,63.85,4264.6
9798-DRYDS,17,One year,Mailed check,Yes,61.95,1070.7
8532-UEFWH,52,Two year,Mailed check,No,25.75,1345.85
6296-DDOOR,19,One year,Electronic check,No,58.2,1045.25
7951-VRDVK,36,One year,Bank transfer (automatic),No,85.85,3003.55
4815-YOSUK,72,One year,Credit card (automatic),Yes,104.9,7537.5
0380-NEAVX,34,One year,Electronic check,Yes,99.85,3343.15
4365-MSDYN,8,Month-to-month,Bank transfer (automatic),Yes,19.55,161.15
7036-TYDEC,69,Two year,Electronic check,No,104.0,7028.5
5802-ADBRC,50,One year,Mailed check,Yes,104.4,5232.9
8076-FEZKJ,10,One year,Mailed check,No,19.5,225.85
5197-YPYBZ,12,Two year,Credit card (automatic),No,25.25,274.7
4312-GVYNH,70,Two year,Bank transfer (automatic),Yes,49.85,3370.2
8495-LJDFO,64,Month-to-month,Bank transfer (automatic),Yes,108.95,7111.3
0839-JTCUD,66,Two year,Credit card (automatic),No,89.9,5958.85
5494-WOZRZ,71,Two year,Credit card (automatic),Yes,82.0,5999.85
1302-UHBDD,20,Month-to-month,Electronic check,No,89.95,1648.45
2234-EOFPT,72,Two year,Bank transfer (automatic),Yes,79.35,5753.25
8619-IJNDK,71,Two year,Credit card (automatic),No,64.05,4492.9
8378-LKJAF,38,Month-to-month,Credit card (automatic),Yes,101.15,3956.7
1153-GNOLC,33,One year,Electronic check,Yes,39.1,1309
3298-QEICA,23,Two year,Mailed check,No,34.6,813.45
0788-DXBFY,58,One year,Electronic check,Yes,19.55,1108.8
3597-YASZG,70,Two year,Bank transfer (automatic),Yes,104.45,7349.35
3496-LFSZU,4,Month-to-month,Electronic check,No,70.5,294.2
5242-UOWHD,45,Two year,Mailed check,No,20.35,929.2
6479-SZPLM,36,Two year,Credit card (automatic),No,19.45,754.5
8097-VBQTZ,54,Month-to-month,Mailed check,Yes,69.9,3883.3
4500-HKANN,23,Two year,Mailed check,No,59.7,1414.2
9917-KWRBE,41,One year,Credit card (automatic),Yes,78.35,3211.2
3420-ZDBMA,5,Month-to-month,Mailed check,Yes,71.45,371.6
2212-LYASK,27,One year,Credit card (automatic),Yes,45.85,1246.4
1393-IMKZG,1,Month-to-month,Electronic check,Yes,95.85,95.85
8069-RHUXK,67,Two year,Credit card (automatic),No,35.7,2545.7
3398-GCPMU,72,Two year,Credit card (automatic),Yes,89.55,6448.85
2908-WGAXL,56,Two year,Credit card (automatic),Yes,24.95,1468.9
3378-AJRAO,44,One year,Electronic check,No,24.85,1013.6
1013-QCWAM,66,Month-to-month,Electronic check,Yes,100.8,6690.75
6050-FFXES,69,Two year,Bank transfer (automatic),No,105.35,7240.65
0362-RAOQO,40,Two year,Credit card (automatic),No,19.65,830.25
9554-DFKIC,30,Month-to-month,Bank transfer (automatic),Yes,54.45,1588.7
5527-ACHSO,11,Month-to-month,Mailed check,No,70.5,829.3
0829-DDVLK,15,One year,Credit card (automatic),No,20.1,302.45
1399-UBQIU,11,Month-to-month,Electronic check,Yes,69.35,712.25
1813-JLKWR,64,One year,Bank transfer (automatic),No,19.8,1336.65
0336-PIKEI,72,Two year,Bank transfer (automatic),No,74.4,5360.75
7322-OCWHC,72,Two year,Bank transfer (automatic),Yes,93.05,6735.05
9537-VHDTA,1,Month-to-month,Mailed check,No,51.2,51.2
4957-TIALW,15,One year,Credit card (automatic),No,65.6,1010
2054-PJOCK,60,One year,Credit card (automatic),No,80.55,4847.05
9150-HEPMB,56,One year,Mailed check,No,52.7,3019.7
9030-QGZNL,8,Two year,Mailed check,No,20.85,161.65
3126-WQMGH,49,Month-to-month,Credit card (automatic),Yes,52.15,2583.75
7176-WRTNX,70,Two year,Bank transfer (automatic),Yes,114.95,7711.25
5732-IKGQH,52,One year,Bank transfer (automatic),Yes,104.45,5481.25
9239-GZHZE,72,Two year,Credit card (automatic),Yes,113.65,8124.2
7205-BAIAD,40,Two year,Bank transfer (automatic),Yes,20.6,827.3
0093-EXYQL,40,Month-to-month,Electronic check,Yes,91.55,3673.6
8064-RAVOH,1,Month-to-month,Electronic check,Yes,49.85,49.85
0219-QAERP,30,One year,Credit card (automatic),No,19.8,576.65
9168-INPSZ,44,Month-to-month,Electronic check,No,104.15,4495.65
0015-UOCOJ,7,Month-to-month,Electronic check,Yes,48.2,340.35
5334-AFQJB,72,Two year,Credit card (automatic),Yes,25.1,1789.9
2754-SDJRD,8,Month-to-month,Credit card (automatic),Yes,100.15,908.55
8963-JLGJT,3,Month-to-month,Mailed check,No,55.9,157.55
1465-LNTLJ,8,Month-to-month,Credit card (automatic),Yes,64.4,581.7
2135-DQWAQ,5,Month-to-month,Mailed check,Yes,85.3,420.45
4056-QHXHZ,72,Two year,Mailed check,No,107.45,7576.7
7401-JIXNM,54,Two year,Credit card (automatic),No,91.3,4965
9339-FIIJL,72,Two year,Bank transfer (automatic),No,85.95,6151.9
4706-DGAHW,1,Month-to-month,Electronic check,No,45.2,45.2
6670-MFRPK,69,Two year,Credit card (automatic),Yes,79.2,5420.65
6177-PEVRA,48,Two year,Credit card (automatic),No,55.5,2627.35
4813-HQMGZ,8,Month-to-month,Electronic check,Yes,90.25,743.75
7579-KKLOE,71,Two year,Mailed check,Yes,91.25,6589.6
8402-EIVQS,67,One year,Credit card (automatic),Yes,100.9,6733.15
4947-DSMXK,34,Month-to-month,Bank transfer (automatic),Yes,97.7,3410
7245-NIIWQ,3,Month-to-month,Electronic check,Yes,69.85,199.85
0002-ORFBO,9,One year,Mailed check,Yes,65.6,593.3
3324-OIRTO,71,One year,Bank transfer (automatic),Yes,104.65,7288.4
5414-OFQCB,57,Two year,Credit card (automatic),Yes,90.45,5229.8
4967-WPNCF,72,Two year,Bank transfer (automatic),Yes,63.7,4464.8
8552-OBVRU,48,Month-to-month,Electronic check,Yes,104.5,5068.05
8499-BRXTD,18,One year,Mailed check,No,20.1,401.85
9154-QDGTH,43,One year,Credit card (automatic),Yes,104.3,4451.85
8197-BFWVU,72,Two year,Bank transfer (automatic),Yes,93.25,6688.95
2577-GVSIL,35,One year,Bank transfer (automatic),Yes,73.45,2661.1
9367-OIUXP,4,Month-to-month,Mailed check,No,20.7,73.05
6770-UAYGJ,49,Two year,Mailed check,No,25.25,1211.65
6463-HHXJR,71,Two year,Bank transfer (automatic),No,100.5,7030.65
7928-VJYAB,11,Month-to-month,Electronic check,No,90.6,1020.2
1187-WILMM,63,Two year,Credit card (automatic),Yes,89.4,5597.65
9776-OJUZI,65,Month-to-month,Bank transfer (automatic),Yes,95.45,6223.3
1306-RPWXZ,49,Two year,Credit card (automatic),No,20.45,1024.65
3097-PYWXL,4,Month-to-month,Electronic check,Yes,19.95,82.9
2266-SJNAT,72,One year,Credit card (automatic),No,109.15,7789.6
0869-PAPRP,26,Month-to-month,Credit card (automatic),Yes,85.7,2067
4238-JSSWH,35,Month-to-month,Bank transfer (automatic),No,102.05,3452.55
2972-YDYUW,57,One year,Electronic check,No,94.7,5468.95
1104-FEJAM,28,Month-to-month,Electronic check,No,64.4,1802.15
2809-ILCYT,25,One year,Mailed check,Yes,26.8,733.55
5499-ECUTN,47,One year,Credit card (automatic),Yes,66.05,3021.45
4981-FLTMF,57,Month-to-month,Bank transfer (automatic),No,65.2,3687.85
9121-PHQSR,16,Month-to-month,Credit card (automatic),Yes,85.05,1391.15
3113-IWHLC,5,Month-to-month,Mailed check,Yes,55.8,274.35
4277-BWBML,72,Two year,Bank transfer (automatic),No,19.95,1322.85
0234-TEVTT,48,One year,Credit card (automatic),No,45.0,2196.3
4304-TSPVK,68,Two year,Bank transfer (automatic),No,114.9,7843.55
1552-AAGRX,30,Month-to-month,Bank transfer (automatic),No,106.4,3211.9
2637-FKFSY,3,Month-to-month,Mailed check,Yes,46.1,130.15
9796-MVYXX,14,Two year,Mailed check,No,39.7,692.35
7874-ECPQJ,4,Month-to-month,Bank transfer (automatic),Yes,20.05,85.5
0020-INWCK,71,Two year,Credit card (automatic),Yes,95.75,6849.4
7089-RKVSZ,8,One year,Mailed check,No,24.4,203.95
2683-JXWQQ,61,Month-to-month,Bank transfer (automatic),No,33.6,2117.2
9548-ZMVTX,72,Two year,Bank transfer (automatic),No,90.45,6565.85
8739-XNIKG,5,Month-to-month,Electronic check,Yes,84.0,424.75
9755-JHNMN,49,Two year,Bank transfer (automatic),No,67.4,3306.85
3981-QSVQI,8,Month-to-month,Bank transfer (automatic),Yes,19.7,168.9
2789-HQBOU,3,Month-to-month,Electronic check,Yes,80.35,253.8
9424-CMPOG,9,Two year,Mailed check,No,19.6,197.4
5067-WJEUN,67,Two year,Bank transfer (automatic),Yes,54.2,3838.2
3450-WXOAT,46,Month-to-month,Credit card (automatic),Yes,45.2,2065.15
9251-WNSOD,67,One year,Mailed check,No,75.1,5064.45
6974-DAFLI,55,One year,Electronic check,No,19.7,1140.05
2616-UUTFK,33,Month-to-month,Bank transfer (automatic),Yes,72.75,2447.45
7064-JHXCE,62,Two year,Credit card (automatic),No,20.05,1263.9
7989-AWGEH,49,Month-to-month,Electronic check,Yes,39.2,1838.15
4373-VVHQL,1,Month-to-month,Electronic check,Yes,44.75,44.75
4559-UWIHT,14,Month-to-month,Electronic check,Yes,82.65,1185
7268-IGMFD,18,Month-to-month,Bank transfer (automatic),No,93.9,1743.9
6650-BWFRT,72,Two year,Credit card (automatic),Yes,117.15,8529.5
9570-KYEUA,64,Two year,Credit card (automatic),No,99.25,6549.45
6993-YGFJV,69,Two year,Bank transfer (automatic),Yes,112.55,7806.5
2712-SYWAY,1,Month-to-month,Electronic check,Yes,25.7,25.7
0730-BGQGF,71,Two year,Credit card (automatic),No,90.3,6287.3
5498-IBWPI,66,One year,Credit card (automatic),Yes,49.4,3251.85
9101-NTIXF,2,Month-to-month,Mailed check,No,19.4,50.6
0013-SMEOE,71,Two year,Bank transfer (automatic),Yes,109.7,7904.25
9314-QDMDW,11,One year,Electronic check,Yes,61.25,729.95
9308-ANMVE,47,Month-to-month,Electronic check,Yes,55.3,2654.05
3413-DHLPB,60,Month-to-month,Bank transfer (automatic),Yes,103.75,5969.95
7649-PHJVR,11,One year,Mailed check,No,19.5,226.8
6114-TCFID,29,One year,Credit card (automatic),No,39.5,1082.75
3787-TRIAL,21,Month-to-month,Electronic check,Yes,26.05,565.75
2573-GYRUU,48,Month-to-month,Credit card (automatic),Yes,91.05,4370.75
5156-UMKOW,3,Month-to-month,Mailed check,No,29.65,90.05
1247-QBVSH,43,Month-to-month,Mailed check,No,50.2,2169.4
6734-GMPVK,5,Month-to-month,Electronic check,No,105.3,550.6
9822-OAOVB,1,Month-to-month,Electronic check,Yes,55.45,55.45
6161-ERDGD,71,One year,Electronic check,No,85.45,6300.85
1226-JZNKR,8,One year,Electronic check,No,19.8,160.05
7318-EIVKO,8,Month-to-month,Electronic check,Yes,59.25,436.6
3771-PZOBW,20,Month-to-month,Credit card (automatic),Yes,90.7,1781.35
8231-BSWXX,71,One year,Credit card (automatic),Yes,79.05,5552.5
6486-LHTMA,31,One year,Electronic check,Yes,90.7,2835.5
4083-BFNYK,38,One year,Credit card (automatic),No,95.0,3591.25
7389-KBFIT,2,Month-to-month,Mailed check,Yes,30.25,63.75
7176-WIONM,12,Month-to-month,Bank transfer (automatic),Yes,49.85,617.15
5141-ZUVBH,9,Month-to-month,Bank transfer (automatic),No,93.0,870.25
1089-HDMKP,11,Month-to-month,Electronic check,Yes,54.55,601.25
7623-HKYRK,6,Month-to-month,Mailed check,No,19.7,111.65
0310-SUCIN,71,One year,Bank transfer (automatic),Yes,84.8,6046.1
5197-PYEPU,42,One year,Credit card (automatic),Yes,94.45,3923.8
6619-RPLQZ,45,Two year,Mailed check,No,20.85,892.15
3275-RHRNE,28,One year,Credit card (automatic),Yes,60.0,1682.05
3503-TYDAY,43,Month-to-month,Electronic check,No,80.45,3398.9
6901-GOGZG,60,Two year,Electronic check,Yes,84.95,4984.85
7021-XSNYE,7,Two year,Credit card (automatic),No,49.65,305.55
9621-OUPYD,25,One year,Bank transfer (automatic),Yes,20.2,507.9
8982-NHAVY,27,One year,Bank transfer (automatic),Yes,100.5,2673.45
4307-KWMXE,10,Month-to-month,Electronic check,No,35.75,389.8
0141-YEAYS,27,Month-to-month,Bank transfer (automatic),Yes,86.45,2401.05
2450-ZKEED,11,One year,Bank transfer (automatic),No,53.8,651.55
3694-DELSO,4,Month-to-month,Credit card (automatic),No,38.55,156.1
3893-JRNFS,68,Month-to-month,Bank transfer (automatic),Yes,39.9,2796.35
9603-OAIHC,1,Month-to-month,Electronic check,Yes,70.05,70.05
1133-KXCGE,18,One year,Mailed check,No,20.1,407.05
0142-GVYSN,26,Month-to-month,Electronic check,Yes,20.3,511.25
1049-FYSYG,17,Month-to-month,Credit card (automatic),Yes,35.65,646.05
8406-LNMHF,59,One year,Credit card (automatic),Yes,82.95,4903.15
1821-BUCWY,30,Two year,Mailed check,Yes,55.65,1653.85
0023-UYUPN,50,One year,Electronic check,No,25.2,1306.3
