CustomerID,Gender,SeniorCitizen,Partner,Dependents
3597-YASZG,Female,Yes,Yes,No
3496-LFSZU,Male,No,Yes,No
5242-UOWHD,Male,No,Yes,Yes
6479-SZPLM,Male,No,Yes,Yes
8097-VBQTZ,Male,No,No,No
4500-HKANN,Male,No,Yes,No
9917-KWRBE,Female,No,Yes,No
3420-ZDBMA,Male,Yes,No,No
2212-LYASK,Male,No,Yes,No
1393-IMKZG,Female,No,No,No
8069-RHUXK,Female,No,Yes,No
3398-GCPMU,Female,Yes,Yes,No
2908-WGAXL,Female,No,Yes,Yes
3378-AJRAO,Male,No,Yes,No
1013-QCWAM,Female,Yes,Yes,No
6050-FFXES,Female,No,Yes,No
0362-RAOQO,Female,No,No,No
9554-DFKIC,Male,No,Yes,Yes
5527-ACHSO,Female,No,No,No
0829-DDVLK,Female,No,No,No
1399-UBQIU,Male,No,No,No
1813-JLKWR,Female,No,Yes,No
0336-PIKEI,Male,Yes,Yes,No
7322-OCWHC,Male,Yes,Yes,No
9537-VHDTA,Female,No,No,Yes
4957-TIALW,Female,No,No,No
2054-PJOCK,Female,No,No,No
9150-HEPMB,Male,No,No,No
9030-QGZNL,Female,No,No,No
3126-WQMGH,Female,No,Yes,No
7176-WRTNX,Male,No,No,No
5732-IKGQH,Male,Yes,Yes,No
9239-GZHZE,Female,No,Yes,No
7205-BAIAD,Female,No,No,No
0093-EXYQL,Female,Yes,No,No
8064-RAVOH,Male,No,No,Yes
0219-QAERP,Male,No,Yes,No
9168-INPSZ,Female,Yes,Yes,No
0015-UOCOJ,Female,Yes,No,No
5334-AFQJB,Male,Yes,No,No
2754-SDJRD,Female,Yes,No,No
8963-JLGJT,Male,No,No,Yes
1465-LNTLJ,Male,Yes,Yes,No
2135-DQWAQ,Female,No,No,No
4056-QHXHZ,Female,No,Yes,Yes
7401-JIXNM,Female,No,Yes,No
9339-FIIJL,Male,No,Yes,No
4706-DGAHW,Male,Yes,No,No
6670-MFRPK,Male,No,Yes,Yes
6177-PEVRA,Female,No,No,No
4813-HQMGZ,Female,No,Yes,No
7579-KKLOE,Male,No,Yes,No
8402-EIVQS,Male,No,Yes,No
4947-DSMXK,Male,No,Yes,Yes
7245-NIIWQ,Female,No,No,No
0002-ORFBO,Female,No,Yes,No
3324-OIRTO,Male,No,Yes,Yes
5414-OFQCB,Male,No,No,No
4967-WPNCF,Male,No,No,No
8552-OBVRU,Female,Yes,Yes,Yes
8499-BRXTD,Male,No,No,No
9154-QDGTH,Male,No,Yes,Yes
8197-BFWVU,Female,No,Yes,No
2577-GVSIL,Male,No,Yes,No
9367-OIUXP,Male,No,No,No
6770-UAYGJ,Female,No,Yes,Yes
6463-HHXJR,Female,No,Yes,Yes
7928-VJYAB,Male,No,Yes,Yes
1187-WILMM,Male,No,Yes,No
9776-OJUZI,Female,Yes,No,No
1306-RPWXZ,Female,No,No,Yes
3097-PYWXL,Female,No,Yes,Yes
2266-SJNAT,Female,No,Yes,No
0869-PAPRP,Female,Yes,Yes,No
4238-JSSWH,Female,Yes,Yes,No
2972-YDYUW,Female,No,No,No
1104-FEJAM,Male,No,Yes,Yes
2809-ILCYT,Female,No,Yes,No
5499-ECUTN,Female,No,Yes,No
4981-FLTMF,Female,No,Yes,Yes
9121-PHQSR,Male,Yes,Yes,No
3113-IWHLC,Male,No,No,No
4277-BWBML,Male,No,Yes,Yes
0234-TEVTT,Female,No,Yes,Yes
4304-TSPVK,Female,No,Yes,No
1552-AAGRX,Female,No,No,No
2637-FKFSY,Female,No,Yes,No
9796-MVYXX,Female,Yes,No,No
7874-ECPQJ,Female,No,No,Yes
0020-INWCK,Female,No,Yes,Yes
7089-RKVSZ,Male,No,Yes,No
2683-JXWQQ,Male,No,Yes,Yes
9548-ZMVTX,Male,No,Yes,Yes
8739-XNIKG,Female,No,No,No
9755-JHNMN,Female,No,No,No
3981-QSVQI,Male,No,No,No
2789-HQBOU,Male,No,No,No
9424-CMPOG,Male,No,Yes,Yes
5067-WJEUN,Male,No,Yes,Yes
3450-WXOAT,Male,No,No,No
9251-WNSOD,Female,No,Yes,No
6974-DAFLI,Female,No,Yes,No
2616-UUTFK,Male,No,Yes,No
7064-JHXCE,Male,No,Yes,Yes
7989-AWGEH,Male,No,Yes,Yes
4373-VVHQL,Male,No,No,No
4559-UWIHT,Male,No,Yes,No
7268-IGMFD,Male,Yes,No,No
6650-BWFRT,Female,No,Yes,No
9570-KYEUA,Male,No,No,No
6993-YGFJV,Male,No,Yes,No
2712-SYWAY,Female,No,No,No
0730-BGQGF,Male,No,Yes,Yes
5498-IBWPI,Female,No,Yes,Yes
9101-NTIXF,Male,No,No,No
0013-SMEOE,Female,Yes,Yes,No
9314-QDMDW,Male,No,No,No
9308-ANMVE,Male,No,No,Yes
3413-DHLPB,Male,No,Yes,Yes
7649-PHJVR,Male,No,No,No
6114-TCFID,Female,No,No,No
3787-TRIAL,Male,No,Yes,Yes
2573-GYRUU,Male,Yes,Yes,No
5156-UMKOW,Female,No,No,Yes
1247-QBVSH,Female,No,Yes,Yes
6734-GMPVK,Male,No,No,No
9822-OAOVB,Female,No,No,No
6161-ERDGD,Male,No,Yes,Yes
1226-JZNKR,Female,No,Yes,No
7318-EIVKO,Male,No,No,No
3771-PZOBW,Male,No,No,No
8231-BSWXX,Male,No,No,No
6486-LHTMA,Female,Yes,Yes,No
4083-BFNYK,Female,Yes,Yes,No
7389-KBFIT,Female,No,Yes,Yes
7176-WIONM,Female,No,Yes,No
5141-ZUVBH,Female,No,No,Yes
1089-HDMKP,Male,Yes,No,Yes
7623-HKYRK,Male,No,No,Yes
0310-SUCIN,Female,No,Yes,No
5197-PYEPU,Female,No,Yes,Yes
6619-RPLQZ,Female,No,Yes,Yes
3275-RHRNE,Male,No,Yes,Yes
3503-TYDAY,Female,No,Yes,No
6901-GOGZG,Male,No,No,Yes
7021-XSNYE,Male,No,Yes,Yes
9621-OUPYD,Female,No,Yes,No
8982-NHAVY,Male,No,No,No
4307-KWMXE,Male,No,No,No
0141-YEAYS,Female,Yes,No,No
2450-ZKEED,Female,No,No,No
3694-DELSO,Male,No,Yes,Yes
3893-JRNFS,Male,No,No,No
9603-OAIHC,Male,Yes,No,No
1133-KXCGE,Female,No,No,No
0142-GVYSN,Male,No,No,No
1049-FYSYG,Female,No,Yes,No
8406-LNMHF,Male,Yes,Yes,No
1821-BUCWY,Male,No,No,No
0023-UYUPN,Female,Yes,Yes,No
8314-DPQHL,Male,No,No,No
1465-WCZVT,Female,No,Yes,Yes
9481-SFCQY,Female,No,No,Yes
6360-SVNWV,Female,Yes,No,No
0567-GGCAC,Female,No,No,No
8884-MRNSU,Male,No,Yes,No
2171-UDMFD,Male,No,Yes,Yes
9050-IKDZA,Female,Yes,No,No
9802-CAQUT,Female,No,Yes,Yes
0187-WZNAB,Female,No,Yes,Yes
1475-VWVDO,Male,No,No,No
1357-MVDOZ,Male,No,Yes,Yes
7602-MVRMB,Female,No,Yes,Yes
1197-BVMVG,Female,Yes,No,No
5406-KGRMX,Female,No,No,No
5968-HYJRZ,Male,No,Yes,Yes
5198-EFNBM,Male,Yes,Yes,No
7516-GMHUV,Male,Yes,Yes,No
7140-ADSMJ,Male,No,No,No
2230-XTUWL,Female,No,Yes,Yes
7706-YLMQA,Female,No,No,No
2585-KTFRE,Male,No,No,Yes
7994-UYIVZ,Male,No,Yes,No
7717-BICXI,Male,No,Yes,Yes
6559-RAKOZ,Male,No,Yes,Yes
4716-MRVEN,Female,No,No,No
2143-LJULT,Female,No,Yes,No
3200-MNQTF,Male,No,Yes,No
6164-HXUGH,Female,No,Yes,Yes
5630-IXDXV,Female,No,No,No
0320-DWVTU,Female,No,No,No
9135-MGVPY,Male,No,Yes,No
1212-GLHMD,Male,No,No,No
7878-JGDKK,Male,No,No,No
1088-AUUZZ,Male,No,Yes,Yes
6614-YWYSC,Male,Yes,Yes,No
9588-OZDMQ,Female,No,Yes,No
6476-EPYZR,Male,No,Yes,Yes
1174-FGIFN,Female,No,Yes,Yes
6620-HVDUJ,Male,No,No,No
1032-MAELW,Female,No,Yes,Yes
7641-TQFHN,Male,No,No,Yes
1552-TKMXS,Female,No,Yes,No
8622-ZLFKO,Female,No,Yes,No
6188-UXBBR,Female,No,Yes,No
2333-KWEWW,Male,No,No,No
5702-SKUOB,Female,No,Yes,No
1134-YWTYF,Male,No,Yes,No
6061-GWWAV,Male,No,No,Yes
0679-TDGAK,Male,No,Yes,Yes
6585-WCEWR,Male,No,Yes,Yes
9067-YGSCA,Female,No,No,No
9067-SQTNS,Male,No,Yes,Yes
1776-SPBWV,Female,No,Yes,Yes
8735-SDUFN,Female,Yes,Yes,No
9668-PUGNU,Male,No,Yes,No
9405-GPBBG,Female,No,No,No
1926-QUZNN,Female,No,Yes,No
7016-NVRIC,Male,Yes,Yes,No
5829-NVSQN,Female,No,Yes,No
9565-AXSMR,Male,No,Yes,Yes
8869-LIHMK,Female,No,No,No
0447-RXSGD,Male,No,No,No
4927-WWOOZ,Male,No,Yes,No
5788-YPOEG,Female,No,Yes,Yes
0661-KBKPA,Male,No,Yes,Yes
9081-WWXKP,Female,No,Yes,Yes
0784-ZQJZX,Male,No,No,Yes
3133-PZNSR,Male,No,Yes,Yes
0722-SVSFK,Female,No,No,No
3612-YVGSJ,Female,No,Yes,No
9825-YCXWZ,Female,Yes,No,No
5397-NSKQG,Male,No,Yes,Yes
8565-HBFNN,Male,No,Yes,No
2000-DHJUY,Female,Yes,Yes,No
8670-ERCJH,Male,No,No,No
7758-UJWYS,Male,No,Yes,Yes
2050-ONYDQ,Female,No,Yes,Yes
7055-JCGNI,Female,No,No,No
0739-UUAJR,Female,No,Yes,Yes
4826-DXMUP,Male,No,No,Yes
7285-KLOTR,Female,No,Yes,No
0654-PQKDW,Female,No,Yes,Yes
7175-NTIXE,Female,No,No,No
7963-SHNDT,Female,No,No,No
9796-BPKIW,Male,Yes,No,No
0188-GWFLE,Male,No,No,No
8129-GMVGI,Female,No,Yes,Yes
2882-DDZPG,Female,No,No,No
3547-LQRIK,Female,No,Yes,No
9137-NOQKA,Male,Yes,No,No
5843-TTHGI,Female,No,No,No
1849-RJYIG,Female,No,No,No
8868-GAGIO,Male,No,Yes,No
4061-UKJWL,Male,No,No,No
5380-XPJNZ,Female,No,No,No
8263-QMNTJ,Male,No,Yes,No
3230-JCNZS,Female,No,Yes,Yes
0277-ORXQS,Male,No,Yes,Yes
7996-BPXHY,Female,No,Yes,Yes
3227-WLKLI,Female,No,Yes,Yes
2266-FUBDZ,Male,No,Yes,Yes
8237-ULIXL,Female,No,Yes,No
8216-AZUUZ,Female,No,Yes,Yes
9153-BTBVV,Female,No,Yes,No
5186-PEIZU,Female,No,No,No
1074-AMIOH,Female,No,Yes,Yes
4361-FEBGN,Male,No,No,No
7748-UMTRK,Female,Yes,No,Yes
0380-ZCSBI,Male,No,No,No
7145-FEJWU,Female,No,No,Yes
6463-MVYRY,Female,Yes,No,No
3969-JQABI,Female,No,Yes,No
9624-EGDEQ,Female,No,No,No
1051-EQPZR,Female,No,Yes,Yes
5849-ASHZJ,Male,No,No,Yes
5780-INQIK,Female,No,No,No
4526-ZJJTM,Female,Yes,Yes,No
8384-FZBJK,Female,No,Yes,Yes
3750-RNQKR,Female,No,No,No
0962-CQPWQ,Female,No,Yes,Yes
3096-YXENJ,Female,No,Yes,No
1265-BCFEO,Female,No,Yes,No
5837-LXSDN,Female,No,Yes,Yes
5945-AZYHT,Male,No,Yes,No
8325-QRPZR,Female,No,No,No
6384-VMJHP,Female,No,No,No
2262-SLNVK,Female,No,No,No
7730-CLDSV,Female,No,Yes,Yes
1135-HIORI,Female,No,Yes,Yes
0164-APGRB,Female,No,No,No
6481-ESCNL,Female,No,No,No
1790-NESIO,Female,No,No,No
1550-EENBN,Female,No,No,No
8198-RKSZG,Female,No,Yes,Yes
9297-EONCV,Female,No,No,No
1069-QJOEE,Male,No,Yes,Yes
7799-DSEWS,Male,No,No,No
8766-PAFNE,Male,No,Yes,No
5315-CKEQK,Male,Yes,Yes,Yes
3130-ICDUP,Female,No,No,Yes
0820-FNRNX,Male,No,Yes,Yes
0880-FVFWF,Male,No,No,No
4611-ANLQC,Female,No,Yes,No
4213-HKBJO,Female,No,No,No
2792-LSHWX,Female,No,No,No
0014-BMAQU,Male,No,Yes,No
9018-PCIOK,Female,No,No,No
4837-QUSFT,Female,No,Yes,No
9953-ZMKSM,Male,No,No,No
0907-HQNTS,Female,Yes,Yes,No
7665-NKLAV,Female,No,Yes,Yes
4391-LNRXK,Male,No,No,No
8250-ZNGGW,Female,Yes,No,No
8562-GHPPI,Female,No,No,No
5893-PYOLZ,Male,No,No,No
4986-MXSFP,Female,No,No,No
6131-FOYAS,Male,No,No,No
3027-YNWZU,Female,No,Yes,No
5609-IMCGG,Female,No,No,No
4727-MCYZG,Male,No,No,No
9481-WHGWY,Female,No,Yes,Yes
4328-VUFWD,Female,No,No,No
3301-LSLWQ,Female,No,No,No
7473-ZBDSN,Female,No,Yes,Yes
3166-PNEOF,Female,No,No,No
5639-NTUPK,Male,No,No,Yes
8780-YRMTT,Female,No,No,No
5140-FOMCQ,Female,No,Yes,No
6242-SGYTS,Male,No,Yes,Yes
8166-ORCHU,Male,Yes,Yes,No
8414-OOEEL,Male,No,No,Yes
8454-AATJP,Female,No,No,No
4531-AUZNK,Female,No,Yes,Yes
4191-XOVOM,Male,No,No,No
2150-OEGBV,Male,No,No,No
1855-CFULU,Female,Yes,No,No
4878-BUNFV,Male,No,Yes,Yes
1872-EBWSC,Female,No,No,No
7026-YMSBE,Male,No,No,No
6997-UVGOX,Male,No,Yes,Yes
9674-EHPPG,Male,No,Yes,No
5440-VHLUL,Male,No,No,No
5781-BKHOP,Female,No,Yes,No
5213-TWWJU,Male,No,No,No
8628-MFKAX,Female,Yes,Yes,No
7629-WIXZF,Female,No,No,No
5445-GLVOT,Female,No,No,No
3976-HXHCE,Male,No,No,No
2466-NEJOJ,Male,No,Yes,Yes
0254-KCJGT,Male,No,Yes,No
5472-CVMDX,Female,No,No,No
6461-SZMCV,Female,No,Yes,No
8150-QUDFX,Male,No,No,No
9508-ILZDG,Female,Yes,No,No
2346-DJQTB,Female,No,No,No
1697-LYYYX,Female,No,Yes,Yes
1942-OQFRW,Male,No,No,No
9640-ZSLDC,Female,No,Yes,Yes
4231-LZUYM,Female,No,Yes,No
6128-AQBMT,Male,Yes,Yes,No
3594-BDSOA,Female,No,Yes,No
5133-VRSAB,Male,No,No,No
5996-DAOQL,Male,No,No,No
6838-YAUVY,Female,No,No,No
0484-JPBRU,Male,No,No,No
7883-ROJOC,Female,No,Yes,No
0244-LGNFY,Female,No,Yes,Yes
7274-CGTOD,Male,No,No,No
4295-YURET,Female,Yes,Yes,Yes
4635-EJYPD,Male,No,Yes,Yes
1866-ZSLJM,Male,No,No,No
4636-TVXVG,Male,No,Yes,Yes
4236-UJPWO,Female,No,No,No
9392-XBGTD,Male,No,No,Yes
6402-SSEJG,Female,No,No,No
1169-SAOCL,Male,No,No,No
1110-KYLGQ,Female,No,No,No
9929-PLVPA,Female,No,No,Yes
3518-PZXZQ,Female,No,Yes,No
2371-JUNGC,Male,No,No,No
7693-QPEFS,Male,Yes,No,No
0924-BJCRC,Female,Yes,Yes,No
5074-FBGHB,Male,No,No,No
2351-BKRZW,Female,No,Yes,Yes
4455-BFSPD,Female,No,Yes,No
3948-KXDUF,Male,No,No,No
2323-ARSVR,Male,No,Yes,No
0815-MFZGM,Female,No,Yes,No
5480-XTFFL,Female,No,Yes,Yes
8295-FHIVV,Male,No,No,No
9086-YJYXS,Male,No,Yes,Yes
1179-INLAT,Male,No,No,No
7909-FIOIY,Female,No,Yes,Yes
6351-SCJKT,Male,No,No,No
5468-BPMMO,Male,No,Yes,No
0197-PNKNK,Female,No,Yes,Yes
2439-QKJUL,Male,No,No,No
1194-SPVSP,Male,No,No,No
9534-NSXEM,Male,No,No,No
8929-KSWIH,Male,No,No,No
2250-IVBWA,Male,No,Yes,Yes
1810-MVMAI,Male,No,Yes,Yes
9506-UXUSK,Male,No,No,No
1229-RCALF,Female,No,Yes,No
3572-UOLYZ,Female,No,No,Yes
1429-UYJSV,Female,No,No,No
6366-XIVKZ,Female,No,Yes,Yes
3470-OBUET,Female,No,Yes,Yes
2770-NSVDG,Male,No,Yes,No
9375-MHRRS,Male,No,No,No
4860-YZGZM,Male,No,No,No
6599-GZWCM,Female,No,No,No
5533-NHFRF,Male,Yes,No,No
7037-MTYVW,Male,No,Yes,Yes
4760-THGOT,Female,No,Yes,No
4016-BJKTZ,Female,No,No,No
6584-VQMYT,Male,No,No,Yes
9838-BFCQT,Male,No,Yes,Yes
2790-XUYMV,Male,No,No,Yes
0581-MDMPW,Female,No,No,No
1023-BQXZE,Male,No,No,No
9163-GHAYE,Female,No,No,No
3904-UKFRE,Male,No,No,No
5353-WILCI,Female,No,No,No
0058-EVZWM,Female,No,Yes,No
7009-PCARS,Male,No,No,Yes
0519-DRGTI,Female,No,Yes,Yes
1017-FBQMM,Female,No,Yes,Yes
1985-MBRYP,Female,No,No,No
9372-TXXPS,Female,No,Yes,No
3259-QMXUN,Male,No,Yes,No
1015-JPFYW,Male,No,No,Yes
6645-MXQJT,Male,No,Yes,Yes
4360-QRAVE,Male,Yes,No,No
8433-WPJTV,Female,Yes,Yes,Yes
5804-JMYIO,Female,No,Yes,Yes
6484-LATFU,Male,No,No,No
7599-NTMDP,Female,No,Yes,Yes
0536-ACXIP,Female,No,Yes,No
0936-NQLJU,Female,No,Yes,No
1575-KRZZE,Female,No,No,No
3251-YMVWZ,Male,No,No,No
4884-LEVMQ,Male,No,Yes,No
8857-CUPFQ,Male,No,Yes,No
7610-TVOPG,Male,No,No,No
3638-DIMPH,Female,No,Yes,No
1845-ZLLIG,Male,No,No,No
8559-WNQZS,Male,No,No,No
1699-UOTXU,Male,No,No,No
0635-WKOLD,Male,No,Yes,No
5993-JSUWV,Female,No,No,No
4518-FZBSX,Male,No,Yes,Yes
5387-ASZNZ,Female,Yes,No,No
6988-CJEYV,Male,No,No,No
3097-FQTVJ,Female,No,No,No
5465-BUBFA,Female,No,Yes,Yes
7299-GNVPL,Female,No,Yes,Yes
9743-DQKQW,Male,No,No,No
1215-VFYVK,Female,No,No,No
9371-BITHB,Female,No,Yes,Yes
9093-FPDLG,Female,No,No,No
0541-FITGH,Female,No,Yes,No
6985-HAYWX,Female,No,Yes,No
7508-KBIMB,Male,No,Yes,Yes
6838-HVLXG,Female,No,No,No
2277-DJJDL,Male,Yes,Yes,No
1897-OKVMW,Female,No,Yes,Yes
5485-ITNPC,Male,No,Yes,No
0233-FTHAV,Female,No,No,No
4644-PIZRT,Male,No,Yes,Yes
8922-NPKBJ,Male,No,Yes,Yes
2740-TVLFN,Male,No,No,No
7771-CFQRQ,Female,No,Yes,Yes
9512-PHSMG,Female,No,Yes,No
6963-EZQEE,Male,Yes,Yes,No
2452-KDRRH,Male,Yes,No,No
4146-SVFUD,Male,No,No,No
1564-HJUVY,Male,No,No,No
3617-XLSGQ,Female,No,Yes,Yes
7517-LDMPS,Female,No,No,No
7244-KXYZN,Female,No,No,No
5226-NOZFC,Male,No,No,No
1400-WIVLL,Male,No,Yes,No
8148-NLEGT,Female,No,Yes,Yes
8347-GDTMP,Female,No,Yes,No
6746-WAUWT,Male,No,No,No
0428-IKYCP,Male,No,Yes,No
2187-PKZAY,Male,No,No,No
4003-OCTMP,Female,No,Yes,No
6652-YFFJO,Female,No,No,No
7225-IILWY,Male,No,Yes,Yes
5248-RPYWW,Female,Yes,Yes,Yes
7923-IYJWY,Male,Yes,No,No
3170-GWYKC,Female,No,No,No
9830-ECLEN,Male,No,Yes,Yes
2668-TZSPS,Male,No,No,No
7446-SFAOA,Female,No,Yes,No
9522-ZSINC,Male,No,No,No
8234-GSZYK,Male,No,No,No
6505-OZNPG,Female,No,No,No
6164-HAQTX,Male,No,No,No
7765-LWVVH,Female,No,Yes,Yes
1658-TJVOA,Female,Yes,No,No
0953-LGOVU,Male,No,Yes,Yes
4692-NNQRU,Female,No,Yes,No
7742-MYPGI,Female,No,Yes,Yes
9619-GSATL,Female,No,No,No
5622-UEJFI,Female,No,Yes,Yes
0674-DGMAQ,Male,Yes,Yes,No
6203-HBZPA,Male,No,No,No
0484-FFVBJ,Male,No,No,No
0301-FIDRB,Female,No,Yes,Yes
4139-JPIAM,Male,No,No,No
2181-TIDSV,Male,No,Yes,Yes
2761-XECQW,Male,Yes,Yes,No
1936-CZAKF,Male,No,Yes,No
9453-PATOS,Female,No,Yes,No
4402-FTBXC,Male,No,No,No
2931-XIQBR,Female,No,Yes,Yes
0106-UGRDO,Female,No,Yes,No
5542-TBBWB,Male,No,No,No
1930-QPBVZ,Male,No,Yes,Yes
2606-PKWJB,Male,No,No,Yes
5322-ZSMZY,Male,No,Yes,Yes
8059-UDZFY,Female,Yes,No,Yes
7740-BTPUX,Male,Yes,Yes,No
5220-AGAAX,Male,No,Yes,Yes
0208-BPQEJ,Female,No,Yes,Yes
9435-JMLSX,Male,No,Yes,No
3352-ALMCK,Male,No,No,No
5312-IRCFR,Female,No,Yes,Yes
5294-IMHHT,Male,No,Yes,No
6176-YJWAS,Male,No,Yes,No
5310-NOOVA,Male,No,No,No
4526-EXKKN,Male,No,No,No
5311-IHLEI,Male,No,No,No
3987-KQDDU,Male,No,No,No
3404-JNXAX,Female,No,Yes,Yes
5131-PONJI,Male,No,Yes,Yes
3489-VSFRD,Female,No,No,No
3345-JHUEO,Male,No,No,No
5815-HGGHV,Male,No,Yes,No
5260-UMPWX,Female,No,Yes,Yes
5649-RXQTV,Male,No,No,No
2674-MIAHT,Female,No,No,No
2576-HXMPA,Female,No,No,No
7587-AOVVU,Male,No,Yes,Yes
6898-MDLZW,Male,No,No,No
4707-YNOQA,Female,No,Yes,Yes
9357-UJRUN,Male,No,Yes,No
8648-PFRMP,Female,Yes,No,No
7663-CUXZB,Male,No,Yes,No
0258-NOKBL,Male,No,No,No
1163-VIPRI,Female,No,Yes,Yes
9348-ROUAI,Female,No,Yes,Yes
9443-JUBUO,Male,No,Yes,Yes
3043-TYBNO,Male,No,No,No
4830-FAXFM,Male,No,No,Yes
5906-BFOZT,Male,No,No,No
2960-NKRSO,Male,No,No,No
8996-ZROXE,Male,Yes,No,No
5598-IKHQQ,Female,No,No,No
0397-ZXWQF,Male,No,No,No
5266-PFRQK,Male,No,Yes,Yes
4674-HGNUA,Male,No,Yes,Yes
6765-MBQNU,Female,No,Yes,No
9786-IJYDL,Female,No,No,No
1303-SRDOK,Female,No,Yes,Yes
3769-MHZNV,Female,No,Yes,Yes
6295-OSINB,Male,No,Yes,No
3308-MHOOC,Male,No,No,Yes
2207-QPJED,Female,Yes,Yes,No
4177-JPDFU,Male,No,No,No
2239-CFOUJ,Male,No,Yes,Yes
8046-DNVTL,Male,No,Yes,No
2209-XADXF,Female,No,No,No
6620-JDYNW,Female,No,No,No
4770-UEZOX,Male,No,No,No
1038-RQOST,Male,No,Yes,Yes
4568-TTZRT,Male,No,No,No
9513-DXHDA,Male,No,No,No
0516-QREYC,Female,Yes,No,No
8084-OIVBS,Female,No,No,No
8896-BQTTI,Male,No,No,No
3865-QBWSJ,Male,Yes,No,Yes
3352-RICWQ,Female,No,Yes,Yes
2160-GPFXD,Male,No,Yes,Yes
2065-MMKGR,Female,No,No,No
5857-TYBCJ,Male,Yes,Yes,No
1498-NHTLT,Male,No,Yes,Yes
1402-PTHGN,Female,No,Yes,Yes
4176-RELJR,Male,Yes,No,No
5199-FPUSP,Male,No,No,Yes
6377-KSLXC,Male,No,No,No
1796-JANOW,Female,No,No,No
0238-WHBIQ,Male,No,Yes,Yes
8735-NBLWT,Male,No,No,Yes
6651-RLGGM,Male,No,Yes,Yes
1614-JBEBI,Female,No,No,No
5696-EXCYS,Male,No,No,No
5795-KTGUD,Female,No,Yes,No
7924-GJZFI,Female,Yes,Yes,No
4702-HDRKD,Male,No,No,No
8512-WIWYV,Male,No,No,No
5897-ZYEKH,Female,Yes,Yes,No
5456-ITGIC,Male,Yes,Yes,No
1406-PUQVY,Male,No,No,Yes
9114-AAFQH,Female,No,Yes,No
8715-KKTFG,Female,No,Yes,No
1728-BQDMA,Female,No,No,No
5117-ZSMHQ,Female,No,Yes,Yes
5151-HQRDG,Male,No,Yes,No
0960-HUWBM,Male,No,Yes,Yes
6465-GSRCL,Female,No,No,Yes
0263-FJTQO,Male,No,Yes,Yes
7319-ZNRTR,Male,No,Yes,Yes
7503-EPSZW,Female,No,Yes,Yes
7089-XXAYG,Male,No,Yes,No
8070-AAWZP,Male,Yes,Yes,No
1666-JXLKU,Female,No,No,No
7855-DIWPO,Female,No,No,No
5133-POWUA,Male,No,No,No
5652-MSDEY,Female,No,No,No
1810-BOHSY,Male,No,Yes,No
1784-BXEFA,Female,No,No,No
7351-MHQVU,Female,No,No,No
9224-VTYID,Male,No,Yes,Yes
9500-IWPXQ,Female,No,Yes,Yes
5762-TJXGK,Female,No,No,No
4504-YOULA,Female,No,Yes,Yes
5569-IDSEY,Male,No,Yes,No
7284-ZZLOH,Male,No,Yes,No
1777-JYQPJ,Male,No,No,No
3401-URHDA,Male,No,No,No
1599-EAHXY,Male,No,Yes,Yes
8631-XVRZL,Male,No,No,No
3853-LYGAM,Male,No,No,No
5751-USDBL,Male,No,Yes,Yes
5680-LQOGP,Female,No,No,No
8189-DUKMV,Female,No,Yes,No
9931-DCEZH,Male,No,No,Yes
1898-JSNDC,Female,No,No,No
0315-LVCRK,Male,No,No,No
3911-RSNHI,Female,No,Yes,No
2410-CIYFZ,Male,No,No,Yes
5505-OVWQW,Female,No,No,No
7271-AJDTL,Female,No,Yes,No
1867-TJHTS,Female,No,No,No
6860-YRJZP,Male,Yes,No,No
4429-WYGFR,Male,No,No,No
2817-LVCPP,Female,No,No,No
5038-ETMLM,Female,No,Yes,No
5056-FIMPT,Female,No,No,Yes
4521-WFJAI,Male,No,No,No
6569-KTMDU,Female,No,No,No
8809-XKHMD,Male,No,Yes,No
0396-YCHWO,Male,No,Yes,No
0867-LDTTC,Male,No,No,No
9391-DXGGG,Female,Yes,No,No
9844-FELAJ,Female,Yes,Yes,Yes
2122-SZZZD,Male,No,No,No
3148-AOIQT,Female,No,Yes,No
8395-ETZKQ,Male,Yes,Yes,Yes
6692-YQHXC,Male,No,No,No
3889-VWBID,Male,No,Yes,Yes
5222-JCXZT,Male,No,No,No
9754-CLVZW,Female,No,Yes,Yes
2739-CCZMB,Male,No,No,Yes
7080-TNUWP,Male,No,Yes,No
0496-AHOOK,Male,No,Yes,No
8336-TAVKX,Female,Yes,Yes,No
2468-SJFLM,Male,No,No,No
3181-VTHOE,Male,No,Yes,No
7168-HDQHG,Female,No,Yes,Yes
4567-AKPIA,Female,No,Yes,Yes
7901-HXJVA,Male,No,No,No
5924-IFQTT,Male,No,Yes,Yes
7968-QUXNS,Male,No,No,No
8903-WMRNW,Female,No,Yes,No
2452-SNHFZ,Female,No,No,No
3629-WEAAM,Female,No,No,No
6029-CSMJE,Male,No,No,No
7993-NQLJE,Male,No,Yes,Yes
9909-DFRJA,Female,No,No,No
9099-FTUHS,Female,No,No,No
0581-BXBUB,Female,Yes,No,No
4962-CHQPW,Male,No,No,Yes
9467-ROOLM,Female,No,No,No
5150-ITWWB,Male,Yes,No,No
2253-KPMNB,Female,No,Yes,Yes
1345-ZUKID,Male,No,No,No
6429-SHBCB,Male,No,No,No
9281-OFDMF,Male,Yes,No,No
2603-HVKCG,Male,No,No,No
1834-WULEG,Male,No,Yes,Yes
9097-ZUBYC,Male,No,Yes,No
5148-ORICT,Female,No,Yes,No
4893-GYUJU,Female,No,No,No
